code,province,district,commune,village
01020101,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Thum
01020102,Banteay Meanchey,Mongkol Borei,Banteay Neang,Phnum
01020103,Banteay Meanchey,Mongkol Borei,Banteay Neang,Banteay Neang
01020104,Banteay Meanchey,Mongkol Borei,Banteay Neang,Kouk Pnov
01020105,Banteay Meanchey,Mongkol Borei,Banteay Neang,Trang
01020106,Banteay Meanchey,Mongkol Borei,Banteay Neang,Pongro
01020107,Banteay Meanchey,Mongkol Borei,Banteay Neang,Kouk Tonloab
01020108,Banteay Meanchey,Mongkol Borei,Banteay Neang,Trabaek
01020109,Banteay Meanchey,Mongkol Borei,Banteay Neang,Khilek
01020110,Banteay Meanchey,Mongkol Borei,Banteay Neang,Samraong Pen
01020111,Banteay Meanchey,Mongkol Borei,Banteay Neang,Dang Run Lech
01020112,Banteay Meanchey,Mongkol Borei,Banteay Neang,Dang Run Kaeut
01020113,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Snguot
01020114,Banteay Meanchey,Mongkol Borei,Banteay Neang,Prey Changha Lech
01020115,Banteay Meanchey,Mongkol Borei,Banteay Neang,Prey Changha Kaeut
01020116,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Andoung Lech
01020117,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Andoung Kandal
01020118,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Andoung Kaeut
01020119,Banteay Meanchey,Mongkol Borei,Banteay Neang,Kouk Kduoch
01020201,Banteay Meanchey,Mongkol Borei,Bat Trang,Khtum Reay Lech
01020202,Banteay Meanchey,Mongkol Borei,Bat Trang,Khtum Reay Kaeut
01020203,Banteay Meanchey,Mongkol Borei,Bat Trang,Anlong Thngan Kaeut
01020204,Banteay Meanchey,Mongkol Borei,Bat Trang,Anlong Thngan Lech
01020205,Banteay Meanchey,Mongkol Borei,Bat Trang,Bang Bat Lech
01020206,Banteay Meanchey,Mongkol Borei,Bat Trang,Bang Bat Kaeut
01020207,Banteay Meanchey,Mongkol Borei,Bat Trang,Bat Trang
01020208,Banteay Meanchey,Mongkol Borei,Bat Trang,Bat Trang Thum Lech
01020209,Banteay Meanchey,Mongkol Borei,Bat Trang,Bat Trang Thum Kaeut
01020210,Banteay Meanchey,Mongkol Borei,Bat Trang,Bat Trang Touch
01020211,Banteay Meanchey,Mongkol Borei,Bat Trang,Preaek Chik
01020301,Banteay Meanchey,Mongkol Borei,Chamnaom,Pralay Char
01020302,Banteay Meanchey,Mongkol Borei,Chamnaom,Rongvean Lech
01020303,Banteay Meanchey,Mongkol Borei,Chamnaom,Rongvean Kaeut
01020304,Banteay Meanchey,Mongkol Borei,Chamnaom,Chamnaom Lech
01020305,Banteay Meanchey,Mongkol Borei,Chamnaom,Chamnaom Kaeut
01020306,Banteay Meanchey,Mongkol Borei,Chamnaom,Roung Kou Daeum
01020307,Banteay Meanchey,Mongkol Borei,Chamnaom,Roung Kou Kandal
01020308,Banteay Meanchey,Mongkol Borei,Chamnaom,Roung Kou Chong
01020309,Banteay Meanchey,Mongkol Borei,Chamnaom,Peam Roung Kou
01020310,Banteay Meanchey,Mongkol Borei,Chamnaom,Ta Sal
01020311,Banteay Meanchey,Mongkol Borei,Chamnaom,Chuor Khchas
01020312,Banteay Meanchey,Mongkol Borei,Chamnaom,Boeng Tras
01020313,Banteay Meanchey,Mongkol Borei,Chamnaom,Dang Trang
01020314,Banteay Meanchey,Mongkol Borei,Chamnaom,Srae Prey
01020315,Banteay Meanchey,Mongkol Borei,Chamnaom,Bos Tonloab
01020316,Banteay Meanchey,Mongkol Borei,Chamnaom,Ta  Bun
01020317,Banteay Meanchey,Mongkol Borei,Chamnaom,Kouk Ponley
01020318,Banteay Meanchey,Mongkol Borei,Chamnaom,Say Samon
01020401,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Kouk Ballangk
01020402,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Ta An
01020403,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Pralay Chrey
01020404,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Cheung Chab
01020405,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Phat Sandaong
01020406,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Char Thmei
01020407,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Ph'av Thmei
01020408,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Ta Sal
01020501,Banteay Meanchey,Mongkol Borei,Koy Maeng,Koy Maeng
01020502,Banteay Meanchey,Mongkol Borei,Koy Maeng,Sdei Leu
01020503,Banteay Meanchey,Mongkol Borei,Koy Maeng,Phlov Siem
01020504,Banteay Meanchey,Mongkol Borei,Koy Maeng,Ta Nong
01020505,Banteay Meanchey,Mongkol Borei,Koy Maeng,Angkar Khmau
01020506,Banteay Meanchey,Mongkol Borei,Koy Maeng,Kasang Thmei
01020507,Banteay Meanchey,Mongkol Borei,Koy Maeng,Stueng Chas
01020508,Banteay Meanchey,Mongkol Borei,Koy Maeng,Sdei Kraom
01020601,Banteay Meanchey,Mongkol Borei,Ou Prasat,Phnum Thum Tboung
01020602,Banteay Meanchey,Mongkol Borei,Ou Prasat,Phnum Prasat
01020603,Banteay Meanchey,Mongkol Borei,Ou Prasat,Phnum Thum Cheung
01020604,Banteay Meanchey,Mongkol Borei,Ou Prasat,Chamkar Louk
01020605,Banteay Meanchey,Mongkol Borei,Ou Prasat,Phnum Thum Thmei
01020606,Banteay Meanchey,Mongkol Borei,Ou Prasat,Anlong Sdei
01020607,Banteay Meanchey,Mongkol Borei,Ou Prasat,Kouk Thlong Kaeut
01020608,Banteay Meanchey,Mongkol Borei,Ou Prasat,Kouk Thlong Kandal
01020609,Banteay Meanchey,Mongkol Borei,Ou Prasat,Ou Snguot
01020610,Banteay Meanchey,Mongkol Borei,Ou Prasat,Ou Prasat
01020611,Banteay Meanchey,Mongkol Borei,Ou Prasat,Kouk Ampil
01020612,Banteay Meanchey,Mongkol Borei,Ou Prasat,Ra Chamkar Chek
01020613,Banteay Meanchey,Mongkol Borei,Ou Prasat,Pou Rieng
01020614,Banteay Meanchey,Mongkol Borei,Ou Prasat,Rung Krabau
01020701,Banteay Meanchey,Mongkol Borei,Phnum Touch,Phnum Touch Tboung
01020702,Banteay Meanchey,Mongkol Borei,Phnum Touch,Phnum Touch Cheung
01020703,Banteay Meanchey,Mongkol Borei,Phnum Touch,Thnal Bat
01020704,Banteay Meanchey,Mongkol Borei,Phnum Touch,Ou Nhor
01020705,Banteay Meanchey,Mongkol Borei,Phnum Touch,Boeng Tras
01020706,Banteay Meanchey,Mongkol Borei,Phnum Touch,Monourom
01020707,Banteay Meanchey,Mongkol Borei,Phnum Touch,Paoy Ta Sek
01020708,Banteay Meanchey,Mongkol Borei,Phnum Touch,Prey Totueng
01020709,Banteay Meanchey,Mongkol Borei,Phnum Touch,Boeng Reang
01020710,Banteay Meanchey,Mongkol Borei,Phnum Touch,Voat Thmei
01020801,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Pou Pir Daeum
01020802,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Rohat Tuek
01020803,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Thnal Bat
01020804,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Kramol
01020805,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Khtum Chrum
01020806,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Chak Lech
01020807,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Doun Mul
01020808,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Preaek Samraong
01020809,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Ou Dangkao
01020810,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Chamkar Chek
01020811,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Ou Chuob
01020812,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Ka Svay
01020813,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Chak Kaeut
01020901,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Anhchanh
01020902,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Neang Ket
01020903,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Praek Ropov
01020904,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Sala Daeng
01020905,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Samraong
01020906,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Anlong Mean Troap
01020907,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Chamkar Ta Daok
01020908,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Pralay Luong Kraom
01020909,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Luong
01020910,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Ou Ta Kol
01020911,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Pralay Luong Leu
01020912,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Kouk Svay
01020913,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Ou Ta Ma
01020914,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Kaoh Kaev
01020915,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Phasi Sra
01020916,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Ruessei Kraok
01020917,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Chumteav
01021001,Banteay Meanchey,Mongkol Borei,Sambuor,Chhnaeum Meas
01021002,Banteay Meanchey,Mongkol Borei,Sambuor,Sranal
01021003,Banteay Meanchey,Mongkol Borei,Sambuor,La
01021004,Banteay Meanchey,Mongkol Borei,Sambuor,Ta Meaeng Pok
01021005,Banteay Meanchey,Mongkol Borei,Sambuor,Sambuor
01021006,Banteay Meanchey,Mongkol Borei,Sambuor,Doun Loek
01021007,Banteay Meanchey,Mongkol Borei,Sambuor,Kbal Krabei
01021008,Banteay Meanchey,Mongkol Borei,Sambuor,Srah Chhuk
01021009,Banteay Meanchey,Mongkol Borei,Sambuor,Srae Prey
01021010,Banteay Meanchey,Mongkol Borei,Sambuor,Chaek Angkar
01021011,Banteay Meanchey,Mongkol Borei,Sambuor,Thma Dab
01021101,Banteay Meanchey,Mongkol Borei,Soea,Ta Mau
01021102,Banteay Meanchey,Mongkol Borei,Soea,Ansam Chek
01021103,Banteay Meanchey,Mongkol Borei,Soea,Tnaot
01021104,Banteay Meanchey,Mongkol Borei,Soea,Buor
01021105,Banteay Meanchey,Mongkol Borei,Soea,Bos Laok
01021106,Banteay Meanchey,Mongkol Borei,Soea,Soea
01021107,Banteay Meanchey,Mongkol Borei,Soea,Boeng Touch
01021108,Banteay Meanchey,Mongkol Borei,Soea,Phlov Damrei Leu
01021109,Banteay Meanchey,Mongkol Borei,Soea,Phlov Damrei Kraom
01021110,Banteay Meanchey,Mongkol Borei,Soea,Ou Soea
01021111,Banteay Meanchey,Mongkol Borei,Soea,Kouk Samraong
01021112,Banteay Meanchey,Mongkol Borei,Soea,Balang Chrey
01021113,Banteay Meanchey,Mongkol Borei,Soea,Ou Choub Thmey
01021201,Banteay Meanchey,Mongkol Borei,Srah Reang,Ta In Muoy
01021202,Banteay Meanchey,Mongkol Borei,Srah Reang,Ta In Pir
01021203,Banteay Meanchey,Mongkol Borei,Srah Reang,Krouch
01021204,Banteay Meanchey,Mongkol Borei,Srah Reang,Chamkar Chek
01021205,Banteay Meanchey,Mongkol Borei,Srah Reang,Srah Reang
01021206,Banteay Meanchey,Mongkol Borei,Srah Reang,Ta Chan
01021207,Banteay Meanchey,Mongkol Borei,Srah Reang,Kouk Srok
01021208,Banteay Meanchey,Mongkol Borei,Srah Reang,Kouk Chrab
01021209,Banteay Meanchey,Mongkol Borei,Srah Reang,Kouk Krasang
01021301,Banteay Meanchey,Mongkol Borei,Ta Lam,Preah Srae
01021302,Banteay Meanchey,Mongkol Borei,Ta Lam,Ta Lam Kandal
01021303,Banteay Meanchey,Mongkol Borei,Ta Lam,Ta Lam Chong
01021304,Banteay Meanchey,Mongkol Borei,Ta Lam,Boeng Khleang Lech
01021305,Banteay Meanchey,Mongkol Borei,Ta Lam,Chong Kouk
01021306,Banteay Meanchey,Mongkol Borei,Ta Lam,Boeng Khleang Kaeut
01021307,Banteay Meanchey,Mongkol Borei,Ta Lam,Khla Kham Chhkae
01021308,Banteay Meanchey,Mongkol Borei,Ta Lam,Boeng Veaeng
01030101,Banteay Meanchey,Phnum Srok,Nam Tau,Rongvean
01030102,Banteay Meanchey,Phnum Srok,Nam Tau,Thmei Khang Tboung
01030103,Banteay Meanchey,Phnum Srok,Nam Tau,Thmei Khang Cheung
01030104,Banteay Meanchey,Phnum Srok,Nam Tau,Kouk Yeang
01030105,Banteay Meanchey,Phnum Srok,Nam Tau,Kouk Chas
01030106,Banteay Meanchey,Phnum Srok,Nam Tau,Chrab
01030107,Banteay Meanchey,Phnum Srok,Nam Tau,Kantuot
01030108,Banteay Meanchey,Phnum Srok,Nam Tau,Nam Tau
01030109,Banteay Meanchey,Phnum Srok,Nam Tau,Pongro
01030110,Banteay Meanchey,Phnum Srok,Nam Tau,Samraong
01030111,Banteay Meanchey,Phnum Srok,Nam Tau,Khnang
01030112,Banteay Meanchey,Phnum Srok,Nam Tau,Thnong Khang Tboung
01030113,Banteay Meanchey,Phnum Srok,Nam Tau,Thnong Khang Cheung
01030114,Banteay Meanchey,Phnum Srok,Nam Tau,Slaeng
01030115,Banteay Meanchey,Phnum Srok,Nam Tau,Takong
01030116,Banteay Meanchey,Phnum Srok,Nam Tau,Yeang Otdam
01030117,Banteay Meanchey,Phnum Srok,Nam Tau,Ampil Kaong
01030118,Banteay Meanchey,Phnum Srok,Nam Tau,Kong Siem
01030201,Banteay Meanchey,Phnum Srok,Poy Char,Paoy Snuol
01030202,Banteay Meanchey,Phnum Srok,Poy Char,Paoy Char
01030203,Banteay Meanchey,Phnum Srok,Poy Char,Trapeang Thma Tboung
01030204,Banteay Meanchey,Phnum Srok,Poy Char,Trapeang Thma Cheung
01030205,Banteay Meanchey,Phnum Srok,Poy Char,Trapeang Thma Kandal
01030206,Banteay Meanchey,Phnum Srok,Poy Char,Paoy Ta Ong
01030207,Banteay Meanchey,Phnum Srok,Poy Char,Sambuor
01030208,Banteay Meanchey,Phnum Srok,Poy Char,Pongro
01030209,Banteay Meanchey,Phnum Srok,Poy Char,Koun Klaeng
01030210,Banteay Meanchey,Phnum Srok,Poy Char,Pras Andoung
01030301,Banteay Meanchey,Phnum Srok,Ponley,Ta Vong
01030302,Banteay Meanchey,Phnum Srok,Ponley,Ponley
01030303,Banteay Meanchey,Phnum Srok,Ponley,Svay Sa
01030304,Banteay Meanchey,Phnum Srok,Ponley,Svay Khmau
01030305,Banteay Meanchey,Phnum Srok,Ponley,Kouk Ta Sokh
01030306,Banteay Meanchey,Phnum Srok,Ponley,Pou Roam Bon
01030401,Banteay Meanchey,Phnum Srok,Spean Sraeng,Rouk
01030402,Banteay Meanchey,Phnum Srok,Spean Sraeng,Mukh Chhneang
01030403,Banteay Meanchey,Phnum Srok,Spean Sraeng,Spean
01030404,Banteay Meanchey,Phnum Srok,Spean Sraeng,Kouk Char
01030405,Banteay Meanchey,Phnum Srok,Spean Sraeng,Kandal
01030406,Banteay Meanchey,Phnum Srok,Spean Sraeng,Pongro
01030501,Banteay Meanchey,Phnum Srok,Srah Chik,Moat Srah
01030502,Banteay Meanchey,Phnum Srok,Srah Chik,Srah Chhuk Khang Lech
01030503,Banteay Meanchey,Phnum Srok,Srah Chik,Srah Chik
01030504,Banteay Meanchey,Phnum Srok,Srah Chik,Kouk Kral
01030505,Banteay Meanchey,Phnum Srok,Srah Chik,Kouk Rumchek
01030506,Banteay Meanchey,Phnum Srok,Srah Chik,Kouk Ta Reach
01030507,Banteay Meanchey,Phnum Srok,Srah Chik,Kandal Khang Lech
01030508,Banteay Meanchey,Phnum Srok,Srah Chik,Kandal Khang Kaeut
01030509,Banteay Meanchey,Phnum Srok,Srah Chik,Srah Chhuk Khang Kaeut
01030601,Banteay Meanchey,Phnum Srok,Phnum Dei,Phnum Dei
01030602,Banteay Meanchey,Phnum Srok,Phnum Dei,Ponley
01030603,Banteay Meanchey,Phnum Srok,Phnum Dei,Kouk Seh
01030604,Banteay Meanchey,Phnum Srok,Phnum Dei,Thnal Dach
01030605,Banteay Meanchey,Phnum Srok,Phnum Dei,Bos Sbov
01030606,Banteay Meanchey,Phnum Srok,Phnum Dei,Trapeang Prei
01030607,Banteay Meanchey,Phnum Srok,Phnum Dei,Kamping Puoy
01030608,Banteay Meanchey,Phnum Srok,Phnum Dei,Spean Khmeng
01030609,Banteay Meanchey,Phnum Srok,Phnum Dei,Trang
01040101,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Samraong Touch
01040102,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Kouk Pongro
01040103,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Thma Koul
01040104,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Proput
01040105,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Bantoat Baoh
01040106,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Kouk Treas
01040107,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Chhnuor
01040108,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Samraong Thum
01040109,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Ruessei Khang
01040110,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Ruessei Kandal
01040111,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Ropeatt
01040112,Banteay Meanchey,Preah Netr Preah,Chnuor Mean Chey,Kouk Trach
01040201,Banteay Meanchey,Preah Netr Preah,Chob Vari,Chob
01040202,Banteay Meanchey,Preah Netr Preah,Chob Vari,Roul Chruk
01040203,Banteay Meanchey,Preah Netr Preah,Chob Vari,Prasat
01040204,Banteay Meanchey,Preah Netr Preah,Chob Vari,Krasang Thmei
01040205,Banteay Meanchey,Preah Netr Preah,Chob Vari,Pradak
01040206,Banteay Meanchey,Preah Netr Preah,Chob Vari,Chroab Thmei
01040207,Banteay Meanchey,Preah Netr Preah,Chob Vari,Chroab Chas
01040208,Banteay Meanchey,Preah Netr Preah,Chob Vari,Kak
01040209,Banteay Meanchey,Preah Netr Preah,Chob Vari,Kouk Lun
01040210,Banteay Meanchey,Preah Netr Preah,Chob Vari,Phnum Chonhcheang
01040211,Banteay Meanchey,Preah Netr Preah,Chob Vari,Chakkrei
01040301,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Phnum Lieb Kaeut
01040302,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Phnum Lieb Lech
01040303,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Troyoung
01040304,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Tro Louk Cheung
01040305,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Tro Louk Lech
01040306,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Tro Louk Tboung
01040307,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Laote
01040308,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Rumduol
01040309,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Pring Chuor
01040310,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Kantrab
01040311,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Tnaot
01040312,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Anlong Sa
01040313,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Kandaol
01040314,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Kambaor
01040315,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Kabau
01040316,Banteay Meanchey,Preah Netr Preah,Phnum Lieb,Kampong Krasang
01040401,Banteay Meanchey,Preah Netr Preah,Prasat,Char
01040402,Banteay Meanchey,Preah Netr Preah,Prasat,Bat Trang
01040403,Banteay Meanchey,Preah Netr Preah,Prasat,Sampov Lun
01040404,Banteay Meanchey,Preah Netr Preah,Prasat,Phlov Leav
01040405,Banteay Meanchey,Preah Netr Preah,Prasat,Ta Am
01040406,Banteay Meanchey,Preah Netr Preah,Prasat,Ampil
01040407,Banteay Meanchey,Preah Netr Preah,Prasat,Kandal
01040408,Banteay Meanchey,Preah Netr Preah,Prasat,Thmei
01040409,Banteay Meanchey,Preah Netr Preah,Prasat,Aomal
01040410,Banteay Meanchey,Preah Netr Preah,Prasat,Tumloab
01040411,Banteay Meanchey,Preah Netr Preah,Prasat,Kien Banteay
01040412,Banteay Meanchey,Preah Netr Preah,Prasat,Prasat
01040413,Banteay Meanchey,Preah Netr Preah,Prasat,Anlong Sa
01040414,Banteay Meanchey,Preah Netr Preah,Prasat,Kampream
01040501,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Paoy Kdoeang
01040502,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Cheung Voat
01040503,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Kandal
01040504,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Post Chas
01040505,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Paoy Samraong
01040506,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Paoy Pring
01040507,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Paoy Ta Paen
01040508,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Sreh Kaeut
01040509,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Sreh Lech
01040510,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Kouk Srok
01040511,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Sramaoch
01040512,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Peam Sreh
01040513,Banteay Meanchey,Preah Netr Preah,Preak Netr Preah,Doun Chraeng
01040601,Banteay Meanchey,Preah Netr Preah,Rohal,Rohal
01040602,Banteay Meanchey,Preah Netr Preah,Rohal,Sala Chheh
01040603,Banteay Meanchey,Preah Netr Preah,Rohal,Chak
01040604,Banteay Meanchey,Preah Netr Preah,Rohal,Tep Kaosa
01040605,Banteay Meanchey,Preah Netr Preah,Rohal,Snay
01040606,Banteay Meanchey,Preah Netr Preah,Rohal,Anlong Thma
01040607,Banteay Meanchey,Preah Netr Preah,Rohal,Popel
01040608,Banteay Meanchey,Preah Netr Preah,Rohal,Paoy Svay
01040609,Banteay Meanchey,Preah Netr Preah,Rohal,Ruessei
01040610,Banteay Meanchey,Preah Netr Preah,Rohal,Prey Moan
01040611,Banteay Meanchey,Preah Netr Preah,Rohal,Stueng Kambot
01040701,Banteay Meanchey,Preah Netr Preah,Tean Kam,Bantoat Baoh
01040702,Banteay Meanchey,Preah Netr Preah,Tean Kam,Tean Kam Lech
01040703,Banteay Meanchey,Preah Netr Preah,Tean Kam,Tean Kam Cheung
01040704,Banteay Meanchey,Preah Netr Preah,Tean Kam,Tean Kam Tboung
01040705,Banteay Meanchey,Preah Netr Preah,Tean Kam,Ou
01040706,Banteay Meanchey,Preah Netr Preah,Tean Kam,Ta Un
01040801,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Smach
01040802,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Paoy Char
01040803,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Ta Khaek
01040804,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Kouk kei
01040805,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Tonloab
01040806,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Kouk Tiem
01040807,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Char Leu
01040808,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Kantuot
01040809,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Thmei
01040810,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Kandal
01040811,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Tuek Chour
01040812,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Ta Siev
01040813,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Kampong Thkov
01040814,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Ta Pon
01040815,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Snay L'a
01040816,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Ta Daek
01040817,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Samraong
01040818,Banteay Meanchey,Preah Netr Preah,Tuek Chour,Anlong Vil
01040901,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Trabaek
01040902,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Kandal
01040903,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Kouk Thum
01040904,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Bos Sbov
01040905,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Soutr Mont
01040906,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Srah Khtum
01040907,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Tabau
01040908,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Kbal Khting
01040909,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Smach
01040910,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Boeng Veaeng
01040911,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Bantoat Baoh
01040912,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Pring Kaong
01040913,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khchas
01040914,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khnhaer
01040915,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khu Svay
01040916,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Khvav
01040917,Banteay Meanchey,Preah Netr Preah,Bos Sbov,Tbaeng
01050101,Banteay Meanchey,Ou Chrov,Changha,Boeng Seila
01050102,Banteay Meanchey,Ou Chrov,Changha,Ta Chrueng
01050103,Banteay Meanchey,Ou Chrov,Changha,Ta Phaok
01050104,Banteay Meanchey,Ou Chrov,Changha,Paoy Voat
01050105,Banteay Meanchey,Ou Chrov,Changha,Chhuk
01050106,Banteay Meanchey,Ou Chrov,Changha,Chrey
01050201,Banteay Meanchey,Ou Chrov,Koub,Yeang thmei
01050202,Banteay Meanchey,Ou Chrov,Koub,Mak Heun
01050203,Banteay Meanchey,Ou Chrov,Koub,Veang Muong
01050204,Banteay Meanchey,Ou Chrov,Koub,Koub Kaeut
01050205,Banteay Meanchey,Ou Chrov,Koub,Khai Dan
01050206,Banteay Meanchey,Ou Chrov,Koub,Naka Chhay
01050207,Banteay Meanchey,Ou Chrov,Koub,Koub Lech
01050208,Banteay Meanchey,Ou Chrov,Koub,Koub Cheung
01050209,Banteay Meanchey,Ou Chrov,Koub,Ou Chrov
01050210,Banteay Meanchey,Ou Chrov,Koub,Souriya Thmei
01050211,Banteay Meanchey,Ou Chrov,Koub,Koun Trei
01050301,Banteay Meanchey,Ou Chrov,Kuttasat,Koub Touch
01050302,Banteay Meanchey,Ou Chrov,Kuttasat,Kaoh Char
01050303,Banteay Meanchey,Ou Chrov,Kuttasat,Kuttaksat
01050304,Banteay Meanchey,Ou Chrov,Kuttasat,Yeay At
01050501,Banteay Meanchey,Ou Chrov,Samraong,Banlech
01050502,Banteay Meanchey,Ou Chrov,Samraong,Neak Ta Chhor
01050503,Banteay Meanchey,Ou Chrov,Samraong,Samraong
01050504,Banteay Meanchey,Ou Chrov,Samraong,Kampong Reab
01050505,Banteay Meanchey,Ou Chrov,Samraong,Thmei
