code,province,district,commune,village
22040418,Oddar Meanchey,Samraong,Samraong,Doun Keosenchey 
22040501,Oddar Meanchey,Samraong,Ou Smach,Akphivodth
22040502,Oddar Meanchey,Samraong,Ou Smach,Chamkar Chek
22040503,Oddar Meanchey,Samraong,Ou Smach,Derm Chrey
22040504,Oddar Meanchey,Samraong,Ou Smach,Kiri Mongkol
22040505,Oddar Meanchey,Samraong,Ou Smach,Ruot Champei
22040506,Oddar Meanchey,Samraong,Ou Smach,Ou Smach
22040507,Oddar Meanchey,Samraong,Ou Smach,Sras Teuk
22040508,Oddar Meanchey,Samraong,Ou Smach,Ou Khla khmum
22050101,Oddar Meanchey,Trapeang Prasat,Bak Anloung,Mean Chey
22050102,Oddar Meanchey,Trapeang Prasat,Bak Anloung,Sokh Serei
22050103,Oddar Meanchey,Trapeang Prasat,Bak Anloung,Sambour
22050104,Oddar Meanchey,Trapeang Prasat,Bak Anloung,Srae L'a
22050105,Oddar Meanchey,Trapeang Prasat,Bak Anloung,Tuol Prasaeur
22050106,Oddar Meanchey,Trapeang Prasat,Bak Anloung,Trapeang Prey
22050201,Oddar Meanchey,Trapeang Prasat,Ph'av,Chraok
22050202,Oddar Meanchey,Trapeang Prasat,Ph'av,Ou Chik
22050203,Oddar Meanchey,Trapeang Prasat,Ph'av,Ph'av
22050204,Oddar Meanchey,Trapeang Prasat,Ph'av,Ruessei
22050206,Oddar Meanchey,Trapeang Prasat,Ph'av,Thkov
22050207,Oddar Meanchey,Trapeang Prasat,Ph'av,Phdeak Chrum
22050208,Oddar Meanchey,Trapeang Prasat,Ph'av,Ou Beng
22050209,Oddar Meanchey,Trapeang Prasat,Ph'av,Thnol Keng
22050210,Oddar Meanchey,Trapeang Prasat,Ph'av,Por Pel
22050211,Oddar Meanchey,Trapeang Prasat,Ph'av,Knong Tuol Mean Chey
22050212,Oddar Meanchey,Trapeang Prasat,Ph'av,Ta Mod Mean Chey
22050213,Oddar Meanchey,Trapeang Prasat,Ph'av,Popel Saenchey
22050301,Oddar Meanchey,Trapeang Prasat,Ou Svay,Chheu Teal Chrum
22050302,Oddar Meanchey,Trapeang Prasat,Ou Svay,Ou Lhong
22050303,Oddar Meanchey,Trapeang Prasat,Ou Svay,Ou svay
22050304,Oddar Meanchey,Trapeang Prasat,Ou Svay,Peam Knong
22050306,Oddar Meanchey,Trapeang Prasat,Ou Svay,Ta Sam
22050307,Oddar Meanchey,Trapeang Prasat,Ou Svay,Sen Sam
22050308,Oddar Meanchey,Trapeang Prasat,Ou Svay,Toumnoub Akphivorth
22050402,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Banteay Chas
22050404,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Ou Rumduol
22050405,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Preah Pralay
22050406,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Tram Paong
22050407,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Tram Chan
22050408,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Tram Paong Khang Tboung
22050409,Oddar Meanchey,Trapeang Prasat,Preah Pralay,Prasat Krohom Saenchey
22050504,Oddar Meanchey,Trapeang Prasat,Tumnob Dach,Saen Sokh
22050505,Oddar Meanchey,Trapeang Prasat,Tumnob Dach,Tumnob Dach
22050506,Oddar Meanchey,Trapeang Prasat,Tumnob Dach,Tuol Pongro
22050507,Oddar Meanchey,Trapeang Prasat,Tumnob Dach,Tuol Char
22050508,Oddar Meanchey,Trapeang Prasat,Tumnob Dach,Tuol Prasat
22050509,Oddar Meanchey,Trapeang Prasat,Tumnob Dach,Chey Nivoat
22050601,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Chhuk Sa
22050602,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Ou Krouch
22050603,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Prey S'ak
22050604,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Srah Chrey
22050605,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Tumnob Thmei
22050606,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Tuol Ta Sek
22050607,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Trapeang Prasat
22050608,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Thnal Kaeng
22050609,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,O Saom
22050610,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Sre Korndal
22050611,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Pean Meas
22050612,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Ou Trach
22050613,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Sre Krorsang
22050614,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,Ou Romdeng
22050615,Oddar Meanchey,Trapeang Prasat,Trapeang Prasat,De Chor Akpiwat
23010101,Kep,Damnak Chang'aeur,Angkaol,Ampeng
23010102,Kep,Damnak Chang'aeur,Angkaol,Tuol Sangam
23010103,Kep,Damnak Chang'aeur,Angkaol,Kaoh Saom
23010104,Kep,Damnak Chang'aeur,Angkaol,Angkaol
23010301,Kep,Damnak Chang'aeur,Pong Tuek,Ou Doung
23010302,Kep,Damnak Chang'aeur,Pong Tuek,Prey Ta Koy
23010303,Kep,Damnak Chang'aeur,Pong Tuek,Phnum Leav
23010304,Kep,Damnak Chang'aeur,Pong Tuek,Rones
23010305,Kep,Damnak Chang'aeur,Pong Tuek,Chamkar Bei
23010306,Kep,Damnak Chang'aeur,Pong Tuek,Chamka Chek
23010307,Kep,Damnak Chang'aeur,Pong Tuek,Antung Sar
23020101,Kep,Kaeb,Kaeb,Kaeb
23020102,Kep,Kaeb,Kaeb,Kaev Krasang
23020201,Kep,Kaeb,Prey Thum,Damnak Chang'aeur
23020202,Kep,Kaeb,Prey Thum,Kampong Tralach
23020203,Kep,Kaeb,Prey Thum,Thmei
23020301,Kep,Kaeb,Ou Krasar,Ou Krasar
23020302,Kep,Kaeb,Ou Krasar,Damnak Chambak
24010101,Pailin,Pailin,Pailin,Pahi Tboung
24010102,Pailin,Pailin,Pailin,Ou Ta Puk Leu
24010103,Pailin,Pailin,Pailin,Ou Ta Prang
24010104,Pailin,Pailin,Pailin,Suon Ampov Lech
24010105,Pailin,Pailin,Pailin,Suon Ampov kaeut
24010106,Pailin,Pailin,Pailin,Voat
24010107,Pailin,Pailin,Pailin,Tuek Thla
24010108,Pailin,Pailin,Pailin,Ta Ngaen Leu
24010109,Pailin,Pailin,Pailin,Badin Niev
24010110,Pailin,Pailin,Pailin,Tuol Khiev
24010111,Pailin,Pailin,Pailin,Pahi Cheung
24010112,Pailin,Pailin,Pailin,Pech Kiri
24010113,Pailin,Pailin,Pailin,Teok Phos
24010201,Pailin,Pailin,Ou Ta Vau,Khlong
24010202,Pailin,Pailin,Ou Ta Vau,Koun Phnum
24010203,Pailin,Pailin,Ou Ta Vau,Ou Ta Vau
24010204,Pailin,Pailin,Ou Ta Vau,Kbal Pralean
24010205,Pailin,Pailin,Ou Ta Vau,Dei Kraham
24010206,Pailin,Pailin,Ou Ta Vau,Ou Preus
24010207,Pailin,Pailin,Ou Ta Vau,Krachab
24010208,Pailin,Pailin,Ou Ta Vau,Ou Kting
24010209,Pailin,Pailin,Ou Ta Vau,Prey Mongkul
24010210,Pailin,Pailin,Ou Ta Vau,Pang Rolem
24010301,Pailin,Pailin,Tuol Lvea,Tuol Lvea
24010302,Pailin,Pailin,Tuol Lvea,Chamkar Kaphe
24010303,Pailin,Pailin,Tuol Lvea,Ou Chra Kandal
24010304,Pailin,Pailin,Tuol Lvea,Ou Chra Kaeut
24010305,Pailin,Pailin,Tuol Lvea,Ou Chra Leu
24010306,Pailin,Pailin,Tuol Lvea,Ou Ta Puk Kraom
24010307,Pailin,Pailin,Tuol Lvea,Ou Peut
24010308,Pailin,Pailin,Tuol Lvea,Tuol Sralau
24010309,Pailin,Pailin,Tuol Lvea,Tuol Nimitt
24010310,Pailin,Pailin,Tuol Lvea,Thmei
24010311,Pailin,Pailin,Tuol Lvea,Veal Vong
24010401,Pailin,Pailin,Bar Yakha,Ou Chra Lech
24010402,Pailin,Pailin,Bar Yakha,Ou Snguot
24010403,Pailin,Pailin,Bar Yakha,Roungchak
24010404,Pailin,Pailin,Bar Yakha,Bar Yakha
24010405,Pailin,Pailin,Bar Yakha,Bar Tangsu
24010406,Pailin,Pailin,Bar Yakha,Bar Huy Khmer Cheung
24010407,Pailin,Pailin,Bar Yakha,Bar Huy Khmer Tboung
24020102,Pailin,Sala Krau,Sala Krau,Phnum Spong
24020103,Pailin,Sala Krau,Sala Krau,Veal
24020104,Pailin,Sala Krau,Sala Krau,Tuol
24020105,Pailin,Sala Krau,Sala Krau,Leav
24020106,Pailin,Sala Krau,Sala Krau,Phnum Koy
24020108,Pailin,Sala Krau,Sala Krau,Kaoh Kaev
24020109,Pailin,Sala Krau,Sala Krau,Srae Anteak
24020113,Pailin,Sala Krau,Sala Krau,Ou Ruessei Kraom
24020204,Pailin,Sala Krau,Stueng Trang,Thnal Bat
24020205,Pailin,Sala Krau,Stueng Trang,Stueng Trang
24020207,Pailin,Sala Krau,Stueng Trang,Phnum Krenh
24020208,Pailin,Sala Krau,Stueng Trang,Ou Kanthieng Va
24020209,Pailin,Sala Krau,Stueng Trang,Bay Sei
24020210,Pailin,Sala Krau,Stueng Trang,Phnum Preal
24020211,Pailin,Sala Krau,Stueng Trang,Dei S'et
24020212,Pailin,Sala Krau,Stueng Trang,Ou Dounta Kraom
24020213,Pailin,Sala Krau,Stueng Trang,Prey Santeah
24020214,Pailin,Sala Krau,Stueng Trang,Ou Dounta Leu
24020215,Pailin,Sala Krau,Stueng Trang,Phteah Sbov
24020216,Pailin,Sala Krau,Stueng Trang,Tumnob
24020217,Pailin,Sala Krau,Stueng Trang,Koun Damrei
24020218,Pailin,Sala Krau,Stueng Trang,Tuol Khpos
24020219,Pailin,Sala Krau,Stueng Trang,Dei Sa Thmei
24020220,Pailin,Sala Krau,Stueng Trang,Anlong Reaksar
24020301,Pailin,Sala Krau,Stueng Kach,Kngaok
24020302,Pailin,Sala Krau,Stueng Kach,Ta Ngaen Kraom
24020303,Pailin,Sala Krau,Stueng Kach,Ou Beng
24020304,Pailin,Sala Krau,Stueng Kach,Bos S'am
24020305,Pailin,Sala Krau,Stueng Kach,Doung
24020306,Pailin,Sala Krau,Stueng Kach,Stueng Kach
24020307,Pailin,Sala Krau,Stueng Kach,Boeng Prolit
24020308,Pailin,Sala Krau,Stueng Kach,Sla
24020309,Pailin,Sala Krau,Stueng Kach,Rathkraoh Chheh
24020310,Pailin,Sala Krau,Stueng Kach,Tuek Chenh
24020311,Pailin,Sala Krau,Stueng Kach,Ou Ro'el
24020312,Pailin,Sala Krau,Stueng Kach,Phsar Prum
24020313,Pailin,Sala Krau,Stueng Kach,Ou Chheu Kram
24020314,Pailin,Sala Krau,Stueng Kach,Srong Meanchey
24020315,Pailin,Sala Krau,Stueng Kach,Andoung Thmar
24020316,Pailin,Sala Krau,Stueng Kach,Phsar Prum Choeung
24020401,Pailin,Sala Krau,Ou Andoung,Thnal Totueng
24020402,Pailin,Sala Krau,Ou Andoung,Koun Phnum
24020403,Pailin,Sala Krau,Ou Andoung,Thnal Kaeng
24020404,Pailin,Sala Krau,Ou Andoung,Boeng Trakuon
24020405,Pailin,Sala Krau,Ou Andoung,Ou Ruessei Leu
24020406,Pailin,Sala Krau,Ou Andoung,Ou Andoung
24020407,Pailin,Sala Krau,Ou Andoung,Ou Teuk Pleav
24020408,Pailin,Sala Krau,Ou Andoung,Ou Chet Pram
24020409,Pailin,Sala Krau,Ou Andoung,Sras Pir
25010101,Tboung Khmum,Dambae,Chong Cheach,Kouk Sralau
25010102,Tboung Khmum,Dambae,Chong Cheach,Ta Ream
25010103,Tboung Khmum,Dambae,Chong Cheach,Ta Meakh Chas
25010104,Tboung Khmum,Dambae,Chong Cheach,Ta Meakh Thmei
25010105,Tboung Khmum,Dambae,Chong Cheach,Cheach Kaeut
25010106,Tboung Khmum,Dambae,Chong Cheach,Cheach Cheung
25010107,Tboung Khmum,Dambae,Chong Cheach,Cheach Thum
25010108,Tboung Khmum,Dambae,Chong Cheach,Trapeang Chrey
25010109,Tboung Khmum,Dambae,Chong Cheach,Koun Trom
25010110,Tboung Khmum,Dambae,Chong Cheach,Char Stueng Ta Thok
25010111,Tboung Khmum,Dambae,Chong Cheach,Char Thum
25010112,Tboung Khmum,Dambae,Chong Cheach,Char Svay Pak
25010113,Tboung Khmum,Dambae,Chong Cheach,Ponleak
25010201,Tboung Khmum,Dambae,Dambae,Dambae
25010202,Tboung Khmum,Dambae,Dambae,Chrey Phluk
25010203,Tboung Khmum,Dambae,Dambae,Kakaoh
25010204,Tboung Khmum,Dambae,Dambae,Trapeang Ruessei
25010205,Tboung Khmum,Dambae,Dambae,Khcheay
25010206,Tboung Khmum,Dambae,Dambae,Svay Popeal
25010207,Tboung Khmum,Dambae,Dambae,Thnal
25010208,Tboung Khmum,Dambae,Dambae,Chey Sambatt
25010209,Tboung Khmum,Dambae,Dambae,Sach Chey Sen
25010210,Tboung Khmum,Dambae,Dambae,Trapaeng Rumdul
25010301,Tboung Khmum,Dambae,Kouk Srok,Sorng Khveang
25010302,Tboung Khmum,Dambae,Kouk Srok,Kouk Char
25010303,Tboung Khmum,Dambae,Kouk Srok,Trapeang Srangae
25010304,Tboung Khmum,Dambae,Kouk Srok,Kouk Srok
25010305,Tboung Khmum,Dambae,Kouk Srok,Chheu Teal Chrum
25010306,Tboung Khmum,Dambae,Kouk Srok,Trapeang Ruessei
25010307,Tboung Khmum,Dambae,Kouk Srok,Veal Andaeuk
25010308,Tboung Khmum,Dambae,Kouk Srok,Trapeang Chhuk
25010309,Tboung Khmum,Dambae,Kouk Srok,Doun Meas
25010401,Tboung Khmum,Dambae,Neang Teut,Khnor
25010402,Tboung Khmum,Dambae,Neang Teut,Pongro
25010403,Tboung Khmum,Dambae,Neang Teut,Chambak
25010404,Tboung Khmum,Dambae,Neang Teut,Neang Teut
25010405,Tboung Khmum,Dambae,Neang Teut,Sangkum
25010501,Tboung Khmum,Dambae,Seda,Kampong Reang
25010502,Tboung Khmum,Dambae,Seda,Veal Touch
25010503,Tboung Khmum,Dambae,Seda,Svay Kambet
25010504,Tboung Khmum,Dambae,Seda,Krasang
25010505,Tboung Khmum,Dambae,Seda,Sampoar
25010506,Tboung Khmum,Dambae,Seda,Andoung Lngieng
25010507,Tboung Khmum,Dambae,Seda,Ta Kaev
25010508,Tboung Khmum,Dambae,Seda,Tuol Praoh
25010509,Tboung Khmum,Dambae,Seda,Chi Theang
25010510,Tboung Khmum,Dambae,Seda,Chhung Ta Sau
25010511,Tboung Khmum,Dambae,Seda,Srae Khsach
25010512,Tboung Khmum,Dambae,Seda,Seda Sen Chey
25010513,Tboung Khmum,Dambae,Seda,Rum Peak 1
25010514,Tboung Khmum,Dambae,Seda,Rum Peak 2
25010515,Tboung Khmum,Dambae,Seda,Rum Peak 3
25010516,Tboung Khmum,Dambae,Seda,Khnach Chum
25010517,Tboung Khmum,Dambae,Seda,Dangha
25010518,Tboung Khmum,Dambae,Seda,Andoung Cham Bok
25010519,Tboung Khmum,Dambae,Seda,Sen Chum
25010520,Tboung Khmum,Dambae,Seda,Sen Chamroeun
25010521,Tboung Khmum,Dambae,Seda,Beng Thmei
25010522,Tboung Khmum,Dambae,Seda,Praek Chor
25010523,Tboung Khmum,Dambae,Seda,Tnoal Kaeng
25010524,Tboung Khmum,Dambae,Seda,Andoung Pech
25010601,Tboung Khmum,Dambae,Trapeang Pring,Banghaeu Khlaeng
25010602,Tboung Khmum,Dambae,Trapeang Pring,Srae Kak
25010603,Tboung Khmum,Dambae,Trapeang Pring,Chambak
25010604,Tboung Khmum,Dambae,Trapeang Pring,Pralaoh
25010605,Tboung Khmum,Dambae,Trapeang Pring,Trapeang Pring
25010606,Tboung Khmum,Dambae,Trapeang Pring,Kampraeus
25010607,Tboung Khmum,Dambae,Trapeang Pring,Srae Prang
25010608,Tboung Khmum,Dambae,Trapeang Pring,Bos Snaor
25010609,Tboung Khmum,Dambae,Trapeang Pring,Chi Trun
25010610,Tboung Khmum,Dambae,Trapeang Pring,Tuol Sambour
25010611,Tboung Khmum,Dambae,Trapeang Pring,Chey Sok San
25010612,Tboung Khmum,Dambae,Trapeang Pring,Sen Monorath
25010701,Tboung Khmum,Dambae,Tuek Chrov,Trabaek
25010702,Tboung Khmum,Dambae,Tuek Chrov,Tuek Chrov
25010703,Tboung Khmum,Dambae,Tuek Chrov,Me Sar
25010704,Tboung Khmum,Dambae,Tuek Chrov,Khley
25010705,Tboung Khmum,Dambae,Tuek Chrov,Ph'av
25010706,Tboung Khmum,Dambae,Tuek Chrov,Sramar
25010707,Tboung Khmum,Dambae,Tuek Chrov,Choam Trakuon
25010708,Tboung Khmum,Dambae,Tuek Chrov,Krasang
25010709,Tboung Khmum,Dambae,Tuek Chrov,Srae Veaeng
25010710,Tboung Khmum,Dambae,Tuek Chrov,Trabaek Thmei
25020101,Tboung Khmum,Krouch Chhmar,Chhuk,Chhuk
25020102,Tboung Khmum,Krouch Chhmar,Chhuk,Phka Doung
25020103,Tboung Khmum,Krouch Chhmar,Chhuk,Krabei Kriek
25020104,Tboung Khmum,Krouch Chhmar,Chhuk,Chravak Daek
25020105,Tboung Khmum,Krouch Chhmar,Chhuk,Baray
25020106,Tboung Khmum,Krouch Chhmar,Chhuk,Ruom Vinh
25020107,Tboung Khmum,Krouch Chhmar,Chhuk,Srah Trakuon
25020108,Tboung Khmum,Krouch Chhmar,Chhuk,Bos Svay
25020201,Tboung Khmum,Krouch Chhmar,Chumnik,Preaek Ta Hob
25020202,Tboung Khmum,Krouch Chhmar,Chumnik,Chumnik
25020203,Tboung Khmum,Krouch Chhmar,Chumnik,Svay Damnak
25020204,Tboung Khmum,Krouch Chhmar,Chumnik,Banteay
25020301,Tboung Khmum,Krouch Chhmar,Kampong Treas,Phum Ti Muoy
25020302,Tboung Khmum,Krouch Chhmar,Kampong Treas,Phum Ti Pir
25020303,Tboung Khmum,Krouch Chhmar,Kampong Treas,Phum Ti Bei
25020304,Tboung Khmum,Krouch Chhmar,Kampong Treas,Phum Ti Buon
25020305,Tboung Khmum,Krouch Chhmar,Kampong Treas,Phum Ti Pram
25020306,Tboung Khmum,Krouch Chhmar,Kampong Treas,Phum Ti Prammuoy
25020401,Tboung Khmum,Krouch Chhmar,Kaoh Pir,Kaoh Bei Pey
25020402,Tboung Khmum,Krouch Chhmar,Kaoh Pir,Kaoh Traeng
25020403,Tboung Khmum,Krouch Chhmar,Kaoh Pir,Kaoh Meun Nong
25020404,Tboung Khmum,Krouch Chhmar,Kaoh Pir,Chuor Kandal
25020501,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Samraong
25020502,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Daeum Chrey
25020503,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Krouch Chhmar Leu
25020504,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Krouch Chhmar Kraom
25020505,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Khsach Prachheh Leu
25020506,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Khsach Prachheh Kandal
25020507,Tboung Khmum,Krouch Chhmar,Krouch Chhmar,Khsach Prachheh Kraom
25020601,Tboung Khmum,Krouch Chhmar,Peus Muoy,Saoy Muoy
25020602,Tboung Khmum,Krouch Chhmar,Peus Muoy,Saoy Pir
25020603,Tboung Khmum,Krouch Chhmar,Peus Muoy,Preaek Krouch
25020604,Tboung Khmum,Krouch Chhmar,Peus Muoy,Ampil
25020605,Tboung Khmum,Krouch Chhmar,Peus Muoy,Kaoh Phal
25020701,Tboung Khmum,Krouch Chhmar,Peus Pir,Ampil
25020702,Tboung Khmum,Krouch Chhmar,Peus Pir,Peus
25020703,Tboung Khmum,Krouch Chhmar,Peus Pir,Dei Doh
25020704,Tboung Khmum,Krouch Chhmar,Peus Pir,Tuol Sambatt
25020801,Tboung Khmum,Krouch Chhmar,Preaek A chi,Phum Ti Muoy
25020802,Tboung Khmum,Krouch Chhmar,Preaek A chi,Phum Ti Pir
25020803,Tboung Khmum,Krouch Chhmar,Preaek A chi,Phum Ti Bei
25020804,Tboung Khmum,Krouch Chhmar,Preaek A chi,Phum Ti Buon
25020805,Tboung Khmum,Krouch Chhmar,Preaek A chi,Phum Ti Pram
25020806,Tboung Khmum,Krouch Chhmar,Preaek A chi,Phum Ti Prammuoy
25020901,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Muoy
25020902,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Pir
25020903,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Bei
25020904,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Buon
25020905,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Pram
25020906,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Prammuoy
25020907,Tboung Khmum,Krouch Chhmar,Roka Khnor,Phum Ti Prampir
25021001,Tboung Khmum,Krouch Chhmar,Svay Khleang,Phum Ti Muoy
25021002,Tboung Khmum,Krouch Chhmar,Svay Khleang,Phum Ti Pir
25021003,Tboung Khmum,Krouch Chhmar,Svay Khleang,Phum Ti Bei
25021004,Tboung Khmum,Krouch Chhmar,Svay Khleang,Phum Ti Buon
25021005,Tboung Khmum,Krouch Chhmar,Svay Khleang,Phum Ti Pram
25021006,Tboung Khmum,Krouch Chhmar,Svay Khleang,Phum Ti Prammuoy
25021101,Tboung Khmum,Krouch Chhmar,Trea,Kdol Leu
25021102,Tboung Khmum,Krouch Chhmar,Trea,Kdol Kandal
25021103,Tboung Khmum,Krouch Chhmar,Trea,TreaTi Muoy
25021104,Tboung Khmum,Krouch Chhmar,Trea,Trea Ti Pir
25021105,Tboung Khmum,Krouch Chhmar,Trea,Trea Ti Bei
25021106,Tboung Khmum,Krouch Chhmar,Trea,Trea Ti Buon
25021107,Tboung Khmum,Krouch Chhmar,Trea,Trea Ti Pram
25021108,Tboung Khmum,Krouch Chhmar,Trea,Kdol Kraom
25021201,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Tuol Ok
25021202,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Mukh Phnum
25021203,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Tuol Roka
25021204,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Tuol Ta Kao
25021205,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Tuol Snuol
25021206,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Tuol Trach
25021207,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Sangkum Mean Chey
25021208,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Cheung Chrang
25021209,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Ta Pav
25021210,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Bei Maetr
25021211,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Chamraeun
25021212,Tboung Khmum,Krouch Chhmar,Tuol Snuol,Phop Thmei
25030101,Tboung Khmum,Memot,Chan Mul,Srae Ta Nong Lech
25030102,Tboung Khmum,Memot,Chan Mul,Srae Ta Nong Kaeut
25030103,Tboung Khmum,Memot,Chan Mul,Thlok
25030104,Tboung Khmum,Memot,Chan Mul,S'am
25030105,Tboung Khmum,Memot,Chan Mul,Chan Mul
25030106,Tboung Khmum,Memot,Chan Mul,Ta Kaev
25030107,Tboung Khmum,Memot,Chan Mul,Peam
25030108,Tboung Khmum,Memot,Chan Mul,Kor
25030109,Tboung Khmum,Memot,Chan Mul,Ta Lou
25030110,Tboung Khmum,Memot,Chan Mul,Kantraeuy
25030111,Tboung Khmum,Memot,Chan Mul,Amphol
25030112,Tboung Khmum,Memot,Chan Mul,Khlong Tboung
25030201,Tboung Khmum,Memot,Choam,Ngiev
25030202,Tboung Khmum,Memot,Choam,Leach Kraom
25030203,Tboung Khmum,Memot,Choam,Leach Leu
25030204,Tboung Khmum,Memot,Choam,Boeng Chroung
25030205,Tboung Khmum,Memot,Choam,Choam Ampil
25030206,Tboung Khmum,Memot,Choam,Choam
25030207,Tboung Khmum,Memot,Choam,Cheung
25030208,Tboung Khmum,Memot,Choam,Mong
25030209,Tboung Khmum,Memot,Choam,Poploam
25030210,Tboung Khmum,Memot,Choam,Stueng Angkam
25030301,Tboung Khmum,Memot,Choam Kravien,Kravien Thum
25030302,Tboung Khmum,Memot,Choam Kravien,Kravien Cheung
25030303,Tboung Khmum,Memot,Choam Kravien,Doung
25030304,Tboung Khmum,Memot,Choam Kravien,Satum
25030305,Tboung Khmum,Memot,Choam Kravien,Thma Ta Daok
25030306,Tboung Khmum,Memot,Choam Kravien,Kbal Slaeng
25030307,Tboung Khmum,Memot,Choam Kravien,Mkhaoh
25030308,Tboung Khmum,Memot,Choam Kravien,Mroan
25030309,Tboung Khmum,Memot,Choam Kravien,Thma Dar
25030310,Tboung Khmum,Memot,Choam Kravien,Danghet
25030311,Tboung Khmum,Memot,Choam Kravien,Khmuor
25030312,Tboung Khmum,Memot,Choam Kravien,Prei
25030313,Tboung Khmum,Memot,Choam Kravien,Banghaeuy Huos
25030314,Tboung Khmum,Memot,Choam Kravien,Robang Chroh
25030315,Tboung Khmum,Memot,Choam Kravien,Chi Plok
25030316,Tboung Khmum,Memot,Choam Kravien,Chrey Laeung
25030317,Tboung Khmum,Memot,Choam Kravien,Khcheay
25030318,Tboung Khmum,Memot,Choam Kravien,Sre Leu Meanchey
25030401,Tboung Khmum,Memot,Choam Ta Mau,Ta Mau  Cheung
25030402,Tboung Khmum,Memot,Choam Ta Mau,Ta Mau Kaeut
25030403,Tboung Khmum,Memot,Choam Ta Mau,Chumnum Pol
25030404,Tboung Khmum,Memot,Choam Ta Mau,Sampov Loun
25030405,Tboung Khmum,Memot,Choam Ta Mau,Tuol Kruos
25030406,Tboung Khmum,Memot,Choam Ta Mau,Thnal Kaeng
25030407,Tboung Khmum,Memot,Choam Ta Mau,Angkam
25030408,Tboung Khmum,Memot,Choam Ta Mau,Kantuot
25030409,Tboung Khmum,Memot,Choam Ta Mau,Thma Totueng Cheung
25030410,Tboung Khmum,Memot,Choam Ta Mau,Srae Ta Pich
25030411,Tboung Khmum,Memot,Choam Ta Mau,Koun Krapeu
25030412,Tboung Khmum,Memot,Choam Ta Mau,Bos Ta Oem
25030413,Tboung Khmum,Memot,Choam Ta Mau,Thma Totueng Tboung
25030414,Tboung Khmum,Memot,Choam Ta Mau,Lam Baor
25030501,Tboung Khmum,Memot,Dar,Dar Kandal
25030502,Tboung Khmum,Memot,Dar,Dar Lech
25030503,Tboung Khmum,Memot,Dar,Prampir Meakkakra
25030504,Tboung Khmum,Memot,Dar,Spean
25030505,Tboung Khmum,Memot,Dar,Dar Phsar
25030506,Tboung Khmum,Memot,Dar,Srae Choam
25030507,Tboung Khmum,Memot,Dar,Meaek Puk
25030508,Tboung Khmum,Memot,Dar,Dar Tboung
25030509,Tboung Khmum,Memot,Dar,Dar Kandal
25030510,Tboung Khmum,Memot,Dar,Triek
25030511,Tboung Khmum,Memot,Dar,Chhngar Cheung
25030512,Tboung Khmum,Memot,Dar,Samraong Cheung
25030513,Tboung Khmum,Memot,Dar,Dar Cheung
25030514,Tboung Khmum,Memot,Dar,Beng
25030515,Tboung Khmum,Memot,Dar,Chamkar Kor
25030516,Tboung Khmum,Memot,Dar,Chhngar Kandal
25030517,Tboung Khmum,Memot,Dar,Salang Ti Mouy
25030518,Tboung Khmum,Memot,Dar,Salang Ti Pir
